asset_id,campaign_name,campaign_id,creative_name,platform,audience_segment,region,daily_budget_usd,fast_pacing,warm_color_palette,ctr,conversion_rate,impressions,clicks,conversions,revenue_usd,roas,cpa_usd,logo_screen_ratio,scene_transitions,time_to_first_product_s,cta_type,audio_style,video_duration_s,quarter,flight_start,flight_end
VEL-2026-Q3-0214,Winter Training Push,vel_winter_training_2026,Cycling_Mountain,TikTok,Gen-X (35-44),APAC,684.37,0,1,0.032513,0.013232,161694,5257,1200,34592.45,7.8,5.5,0.041,11,5.1,Discover,upbeat-electronic,21.1,Q2 2026,2026-02-02,2026-02-17
VEL-2026-Q4-0215,Holiday Gift Guide,vel_holiday_gift_2026,Cycling_Mountain,YouTube,Gen-X (35-44),EU-West,14890.02,1,0,0.069782,0.029888,266540,18599,1200,62518.84,4.02,12.95,0.133,14,2.6,Shop Now,ambient,22.1,Q4 2026,2026-02-27,2026-03-12
VEL-2026-Q1-0216,Summer Endurance Launch,vel_summer_endurance_2026,Runner_Sunrise,Meta,Millennials (25-34),EU-West,10236.1,1,0,0.055729,0.024239,640429,35690,1200,54202.04,5.37,8.42,0.107,12,5.7,Discover,hip-hop,14.7,Q3 2026,2026-01-15,2026-02-02
VEL-2026-Q2-0217,Holiday Gift Guide,vel_holiday_gift_2026,Runner_Sunrise,YouTube,Gen-X (35-44),US-East,5095.38,1,0,0.03853,0.012193,271476,10459,1200,62311.03,7.8,5.5,0.177,14,1.6,Limited Time,ambient,23.9,Q2 2026,2026-02-22,2026-03-05
VEL-2026-Q3-0218,Back to Campus Athletics,vel_campus_athletics_2026,Runner_Sunrise,Meta,Gen-X (35-44),US-East,13249.4,1,0,0.043735,0.011034,389534,17036,1200,46097.78,3.11,12.34,0.1,7,1.3,Limited Time,acoustic-indie,26.9,Q1 2026,2026-02-02,2026-02-24
VEL-2026-Q4-0219,Winter Training Push,vel_winter_training_2026,Yoga_Flow,TikTok,Gen-Z (18-24),APAC,4247.26,1,1,0.069573,0.030512,384000,26715,1200,45730.37,7.8,5.5,0.115,3,4.5,Discover,ambient,15.3,Q2 2026,2026-02-28,2026-03-11
VEL-2026-Q1-0220,Winter Training Push,vel_winter_training_2026,Yoga_Flow,TikTok,Millennials (25-34),EU-West,8388.24,0,0,0.048971,0.015388,450910,22081,1200,58243.31,7.04,6.9,0.244,2,4.7,Shop Now,ambient,21.8,Q1 2026,2026-02-09,2026-02-27
VEL-2026-Q2-0221,Back to Campus Athletics,vel_campus_athletics_2026,Cycling_Mountain,TikTok,Millennials (25-34),EU-West,9723.03,0,0,0.029116,0.004929,47995,1397,236,6560.55,1.2,42.0,0.185,12,1.3,Limited Time,upbeat-electronic,24.2,Q2 2026,2026-02-27,2026-03-25
VEL-2026-Q3-0222,Summer Endurance Launch,vel_summer_endurance_2026,Runner_Sunrise,Instagram,Millennials (25-34),US-West,3705.42,0,1,0.048833,0.016741,629429,30736,1200,48751.47,7.8,5.5,0.075,16,7.7,Learn More,ambient,10.6,Q3 2026,2026-01-26,2026-02-10
VEL-2026-Q4-0223,Winter Training Push,vel_winter_training_2026,Morning_Stretch,Meta,Gen-X (35-44),APAC,14686.76,0,0,0.042099,0.013737,688779,28997,1200,60109.83,3.83,13.06,0.214,17,4.8,Learn More,voiceover-only,14.0,Q1 2026,2026-02-05,2026-03-06
VEL-2026-Q1-0224,Trail Running Adventure,vel_trail_adventure_2026,HIIT_Studio,Instagram,Gen-X (35-44),APAC,11348.78,0,1,0.050668,0.021217,466168,23620,1200,59886.93,5.02,9.95,0.09,4,1.6,Limited Time,voiceover-only,8.6,Q3 2026,2026-01-27,2026-02-09
VEL-2026-Q2-0225,Trail Running Adventure,vel_trail_adventure_2026,Runner_Sunrise,Instagram,Gen-X (35-44),US-West,8588.29,1,0,0.051773,0.017911,714197,36976,1200,64420.78,7.8,5.78,0.144,6,2.8,Limited Time,hip-hop,20.5,Q3 2026,2026-02-11,2026-03-08
VEL-2026-Q3-0226,Summer Endurance Launch,vel_summer_endurance_2026,CrossFit_Box,YouTube,Gen-Z (18-24),APAC,3118.62,1,1,0.080364,0.02047,95799,7698,1200,55137.81,7.8,5.5,0.195,16,6.5,Discover,acoustic-indie,25.2,Q1 2026,2026-01-28,2026-02-23
VEL-2026-Q4-0227,Back to Campus Athletics,vel_campus_athletics_2026,Morning_Stretch,Instagram,Gen-X (35-44),APAC,1280.94,0,0,0.042985,0.018908,729237,31346,1200,37479.74,7.8,5.5,0.105,16,4.4,Shop Now,acoustic-indie,20.7,Q1 2026,2026-02-05,2026-03-06
VEL-2026-Q1-0228,Holiday Gift Guide,vel_holiday_gift_2026,CrossFit_Box,YouTube,Gen-Z (18-24),US-East,5140.87,1,0,0.080451,0.031415,524471,42194,1200,30730.09,7.37,5.5,0.132,5,1.9,Discover,upbeat-electronic,10.3,Q4 2026,2026-02-13,2026-03-02
VEL-2026-Q2-0229,Summer Endurance Launch,vel_summer_endurance_2026,Basketball_Court,YouTube,Millennials (25-34),EU-West,11421.22,0,1,0.05138,0.017424,780027,40077,1200,47258.97,3.71,10.63,0.216,8,1.3,Shop Now,acoustic-indie,19.1,Q4 2026,2026-02-27,2026-03-26
VEL-2026-Q3-0230,Holiday Gift Guide,vel_holiday_gift_2026,Cycling_Mountain,Instagram,Gen-X (35-44),APAC,4405.3,1,1,0.052861,0.012574,62276,3291,783,31641.9,7.8,5.5,0.265,5,3.7,Learn More,hip-hop,26.0,Q4 2026,2026-02-03,2026-02-21
VEL-2026-Q4-0231,Summer Endurance Launch,vel_summer_endurance_2026,Runner_Sunrise,Meta,Gen-Z (18-24),US-East,8323.57,1,0,0.059594,0.015617,583811,34791,1200,38649.45,4.96,6.49,0.167,9,3.0,Learn More,voiceover-only,13.3,Q3 2026,2026-02-27,2026-03-08
VEL-2026-Q1-0232,Trail Running Adventure,vel_trail_adventure_2026,Sprint_Track,Meta,Gen-Z (18-24),EU-West,11055.23,1,1,0.064534,0.022651,222127,14334,1200,34489.11,3.78,7.61,0.042,8,5.4,Shop Now,upbeat-electronic,26.0,Q3 2026,2026-02-10,2026-03-05
VEL-2026-Q2-0233,Back to Campus Athletics,vel_campus_athletics_2026,Trail_Epic,Meta,Gen-X (35-44),US-West,2065.18,1,0,0.049748,0.008536,341759,17001,1200,51103.49,7.8,5.5,0.121,11,7.4,Discover,voiceover-only,24.8,Q4 2026,2026-02-21,2026-03-06
VEL-2026-Q3-0234,Trail Running Adventure,vel_trail_adventure_2026,Runner_Sunrise,Meta,Millennials (25-34),US-East,10436.82,0,0,0.042787,0.009713,514858,22029,1200,57513.2,4.98,9.62,0.136,10,2.4,Limited Time,hip-hop,6.5,Q3 2026,2026-02-25,2026-03-25
VEL-2026-Q4-0235,Back to Campus Athletics,vel_campus_athletics_2026,HIIT_Studio,Meta,Millennials (25-34),US-East,1832.13,0,1,0.04873,0.017746,528256,25741,1200,65753.55,7.8,5.5,0.121,2,6.9,Shop Now,upbeat-electronic,11.7,Q3 2026,2026-02-24,2026-03-12
VEL-2026-Q1-0236,Holiday Gift Guide,vel_holiday_gift_2026,Basketball_Court,Instagram,Millennials (25-34),EU-West,14494.38,1,1,0.072969,0.021453,35514,2591,761,36337.05,2.18,21.95,0.145,16,7.4,Discover,ambient,19.0,Q1 2026,2026-02-17,2026-03-18
VEL-2026-Q2-0237,Summer Endurance Launch,vel_summer_endurance_2026,Runner_Sunrise,Instagram,Gen-Z (18-24),US-West,7581.71,1,1,0.08007,0.021676,72456,5801,1200,58570.77,7.8,6.06,0.192,6,7.3,Learn More,acoustic-indie,23.2,Q1 2026,2026-02-22,2026-03-15
VEL-2026-Q3-0238,Winter Training Push,vel_winter_training_2026,Trail_Epic,TikTok,Gen-Z (18-24),US-East,2684.8,0,0,0.036563,0.007146,32233,1178,230,10003.58,4.11,10.59,0.069,14,7.6,Limited Time,hip-hop,27.1,Q3 2026,2026-02-24,2026-03-04
VEL-2026-Q4-0239,Winter Training Push,vel_winter_training_2026,Trail_Epic,Meta,Gen-Z (18-24),APAC,5464.56,1,1,0.079897,0.022575,288246,23030,1200,65493.22,7.8,5.5,0.105,5,6.8,Learn More,upbeat-electronic,21.4,Q4 2026,2026-02-27,2026-03-18
VEL-2026-Q1-0240,Back to Campus Athletics,vel_campus_athletics_2026,Yoga_Flow,Instagram,Gen-Z (18-24),APAC,6494.54,1,0,0.061305,0.02337,91133,5586,1200,53038.43,7.53,5.87,0.162,7,5.0,Shop Now,voiceover-only,15.1,Q2 2026,2026-02-20,2026-03-02
VEL-2026-Q2-0241,Back to Campus Athletics,vel_campus_athletics_2026,HIIT_Studio,TikTok,Millennials (25-34),APAC,11493.68,0,1,0.038417,0.008805,503409,19339,1200,60969.12,5.19,9.79,0.116,2,3.6,Learn More,upbeat-electronic,10.4,Q4 2026,2026-01-15,2026-02-08
VEL-2026-Q3-0242,Trail Running Adventure,vel_trail_adventure_2026,HIIT_Studio,Meta,Gen-X (35-44),US-West,11279.64,1,0,0.036405,0.00552,653373,23786,1200,64048.25,4.89,10.92,0.278,7,4.2,Learn More,ambient,24.2,Q2 2026,2026-01-29,2026-02-27
VEL-2026-Q4-0243,Winter Training Push,vel_winter_training_2026,Morning_Stretch,YouTube,Gen-Z (18-24),US-East,9373.14,0,0,0.065129,0.022831,658389,42880,1200,63474.91,6.51,8.13,0.144,2,7.0,Shop Now,hip-hop,11.0,Q4 2026,2026-02-15,2026-02-22
VEL-2026-Q1-0244,Trail Running Adventure,vel_trail_adventure_2026,Sprint_Track,TikTok,Gen-Z (18-24),APAC,2036.0,1,0,0.061452,0.027149,424472,26084,1200,43730.95,7.8,5.5,0.249,15,2.8,Limited Time,upbeat-electronic,22.7,Q1 2026,2026-01-22,2026-01-30
VEL-2026-Q2-0245,Holiday Gift Guide,vel_holiday_gift_2026,HIIT_Studio,Instagram,Millennials (25-34),US-West,2697.76,1,1,0.058272,0.019349,133684,7790,1200,32831.83,7.8,5.5,0.255,15,1.7,Shop Now,hip-hop,10.3,Q3 2026,2026-02-16,2026-02-24
VEL-2026-Q3-0246,Winter Training Push,vel_winter_training_2026,Basketball_Court,YouTube,Gen-X (35-44),APAC,1859.48,0,0,0.047035,0.008747,351944,16553,1200,36187.45,7.8,5.5,0.241,2,1.6,Discover,hip-hop,8.2,Q3 2026,2026-02-01,2026-02-11
VEL-2026-Q4-0247,Holiday Gift Guide,vel_holiday_gift_2026,Sprint_Track,YouTube,Gen-X (35-44),EU-West,8869.01,1,0,0.055222,0.013597,547116,30212,1200,32132.04,3.84,6.96,0.051,9,6.7,Shop Now,voiceover-only,12.0,Q1 2026,2026-02-28,2026-03-09
VEL-2026-Q1-0248,Summer Endurance Launch,vel_summer_endurance_2026,Yoga_Flow,YouTube,Millennials (25-34),US-East,13218.51,1,0,0.067307,0.027616,644225,43360,1200,33794.29,2.84,9.91,0.267,3,6.2,Shop Now,acoustic-indie,12.8,Q2 2026,2026-02-12,2026-03-07
VEL-2026-Q2-0249,Trail Running Adventure,vel_trail_adventure_2026,HIIT_Studio,TikTok,Millennials (25-34),US-East,6790.11,0,1,0.036625,0.008049,590836,21639,1200,36647.44,5.16,5.92,0.071,11,4.2,Limited Time,ambient,21.5,Q2 2026,2026-02-15,2026-03-07
VEL-2026-Q3-0250,Back to Campus Athletics,vel_campus_athletics_2026,Yoga_Flow,Instagram,Gen-X (35-44),US-West,2832.3,0,1,0.040782,0.013552,234272,9554,1200,42279.4,7.8,5.5,0.048,14,2.6,Discover,upbeat-electronic,9.9,Q2 2026,2026-02-16,2026-02-24
VEL-2026-Q4-0251,Winter Training Push,vel_winter_training_2026,Trail_Epic,YouTube,Gen-Z (18-24),US-West,8591.61,0,0,0.059814,0.016198,460583,27549,1200,49567.43,4.83,8.56,0.139,15,5.6,Learn More,acoustic-indie,28.3,Q1 2026,2026-01-19,2026-02-10
VEL-2026-Q1-0252,Trail Running Adventure,vel_trail_adventure_2026,Runner_Sunrise,Meta,Gen-X (35-44),US-East,12270.41,1,0,0.045426,0.009646,663103,30122,1200,55620.55,4.6,10.07,0.087,7,0.8,Learn More,voiceover-only,19.3,Q2 2026,2026-02-01,2026-02-18
VEL-2026-Q2-0253,Back to Campus Athletics,vel_campus_athletics_2026,HIIT_Studio,YouTube,Millennials (25-34),APAC,11254.82,0,1,0.055917,0.022032,245994,13755,1200,37593.38,4.03,7.78,0.084,17,4.8,Learn More,acoustic-indie,17.8,Q1 2026,2026-03-03,2026-03-22
VEL-2026-Q3-0254,Summer Endurance Launch,vel_summer_endurance_2026,Trail_Epic,YouTube,Gen-Z (18-24),APAC,13281.04,0,1,0.051985,0.019383,152602,7932,1200,54210.81,3.43,13.18,0.109,15,3.5,Learn More,hip-hop,16.4,Q4 2026,2026-01-24,2026-01-31
VEL-2026-Q4-0255,Winter Training Push,vel_winter_training_2026,Runner_Sunrise,TikTok,Gen-Z (18-24),EU-West,4529.58,1,1,0.070253,0.024482,675558,47459,1200,55353.33,7.8,5.5,0.1,17,7.8,Limited Time,hip-hop,19.6,Q4 2026,2026-02-19,2026-03-20
VEL-2026-Q1-0256,Holiday Gift Guide,vel_holiday_gift_2026,Runner_Sunrise,TikTok,Millennials (25-34),APAC,3312.33,0,1,0.043527,0.009615,837002,36431,1200,50110.4,7.8,5.5,0.204,7,4.3,Discover,ambient,6.5,Q1 2026,2026-02-16,2026-02-24
VEL-2026-Q2-0257,Summer Endurance Launch,vel_summer_endurance_2026,Trail_Epic,Instagram,Millennials (25-34),US-West,13257.34,0,1,0.055157,0.009893,448471,24736,1200,62530.24,4.06,12.84,0.085,7,4.6,Limited Time,upbeat-electronic,29.8,Q3 2026,2026-02-06,2026-02-14
VEL-2026-Q3-0258,Back to Campus Athletics,vel_campus_athletics_2026,CrossFit_Box,Meta,Millennials (25-34),US-West,10034.62,0,0,0.037625,0.012147,570470,21463,1200,33995.81,3.62,7.83,0.17,9,5.8,Shop Now,upbeat-electronic,19.4,Q4 2026,2026-02-23,2026-03-22
VEL-2026-Q4-0259,Winter Training Push,vel_winter_training_2026,Sprint_Track,TikTok,Gen-X (35-44),APAC,5008.47,1,0,0.035287,0.011154,326517,11521,1200,36376.37,7.64,5.5,0.277,5,4.1,Discover,voiceover-only,6.8,Q2 2026,2026-01-19,2026-01-30
VEL-2026-Q1-0260,Winter Training Push,vel_winter_training_2026,CrossFit_Box,YouTube,Gen-X (35-44),US-West,11264.05,1,1,0.045276,0.00935,330163,14948,1200,45431.93,3.47,10.91,0.144,4,2.2,Discover,ambient,20.2,Q1 2026,2026-02-17,2026-02-27
VEL-2026-Q2-0261,Summer Endurance Launch,vel_summer_endurance_2026,Cycling_Mountain,Instagram,Gen-Z (18-24),US-East,12319.22,0,1,0.07004,0.011688,218691,15317,1200,34561.66,2.77,10.39,0.194,7,4.5,Learn More,upbeat-electronic,16.5,Q2 2026,2026-02-07,2026-02-25
VEL-2026-Q3-0262,Winter Training Push,vel_winter_training_2026,Swim_Laps,YouTube,Millennials (25-34),US-East,9417.18,1,0,0.060779,0.010588,303187,18427,1200,50386.66,6.26,6.71,0.273,5,7.6,Learn More,hip-hop,6.6,Q2 2026,2026-01-31,2026-02-09
VEL-2026-Q4-0263,Back to Campus Athletics,vel_campus_athletics_2026,Runner_Sunrise,YouTube,Gen-Z (18-24),APAC,10474.32,1,1,0.071677,0.032099,463748,33240,1200,44342.42,4.47,8.27,0.073,3,3.6,Learn More,ambient,28.2,Q3 2026,2026-02-14,2026-03-12
VEL-2026-Q1-0264,Summer Endurance Launch,vel_summer_endurance_2026,Morning_Stretch,TikTok,Gen-Z (18-24),US-East,5941.27,1,1,0.072836,0.028047,257362,18745,1200,40245.45,6.22,5.5,0.14,7,5.6,Learn More,acoustic-indie,6.3,Q2 2026,2026-01-21,2026-02-06
VEL-2026-Q2-0265,Holiday Gift Guide,vel_holiday_gift_2026,Sprint_Track,Instagram,Gen-Z (18-24),US-East,8311.09,0,0,0.03544,0.015119,222008,7867,1200,36119.63,5.0,6.02,0.244,11,7.8,Shop Now,ambient,19.9,Q3 2026,2026-01-31,2026-02-26
VEL-2026-Q3-0266,Summer Endurance Launch,vel_summer_endurance_2026,Runner_Sunrise,Meta,Gen-Z (18-24),EU-West,8100.31,0,1,0.038642,0.008057,306383,11839,1200,42072.18,5.01,6.99,0.264,6,6.7,Learn More,ambient,29.1,Q4 2026,2026-02-11,2026-03-07
VEL-2026-Q4-0267,Summer Endurance Launch,vel_summer_endurance_2026,Basketball_Court,Meta,Millennials (25-34),EU-West,12796.69,1,1,0.067097,0.0294,166488,11170,1200,51886.54,3.76,11.5,0.184,12,5.4,Limited Time,upbeat-electronic,11.7,Q1 2026,2026-02-21,2026-03-20
VEL-2026-Q1-0268,Holiday Gift Guide,vel_holiday_gift_2026,Morning_Stretch,TikTok,Gen-Z (18-24),US-East,12679.48,0,0,0.053872,0.010386,683772,36836,1200,50728.27,4.27,9.91,0.074,10,6.0,Discover,voiceover-only,12.1,Q2 2026,2026-02-05,2026-03-04
VEL-2026-Q2-0269,Back to Campus Athletics,vel_campus_athletics_2026,Cycling_Mountain,TikTok,Millennials (25-34),APAC,12573.87,1,0,0.059777,0.018096,573694,34293,1200,35890.46,2.65,11.29,0.256,12,7.5,Shop Now,voiceover-only,6.0,Q1 2026,2026-01-29,2026-02-25
VEL-2026-Q3-0270,Trail Running Adventure,vel_trail_adventure_2026,Cycling_Mountain,Instagram,Millennials (25-34),EU-West,659.96,1,0,0.061575,0.024563,289019,17796,1200,34497.11,7.8,5.5,0.082,7,7.7,Shop Now,upbeat-electronic,7.6,Q2 2026,2026-02-20,2026-03-08
VEL-2026-Q4-0271,Trail Running Adventure,vel_trail_adventure_2026,Basketball_Court,Meta,Gen-X (35-44),US-West,11368.41,1,1,0.049104,0.012519,537447,26391,1200,30960.36,2.75,9.37,0.125,15,7.8,Discover,upbeat-electronic,7.1,Q1 2026,2026-01-29,2026-02-05
VEL-2026-Q1-0272,Holiday Gift Guide,vel_holiday_gift_2026,Trail_Epic,Meta,Millennials (25-34),US-West,11500.81,0,0,0.022065,0.006122,520288,11480,1200,30447.32,2.78,9.14,0.13,17,5.2,Discover,upbeat-electronic,25.7,Q2 2026,2026-03-05,2026-03-17
VEL-2026-Q2-0273,Back to Campus Athletics,vel_campus_athletics_2026,Sprint_Track,Meta,Gen-X (35-44),US-West,10336.49,0,1,0.033772,0.006365,423968,14318,1200,61673.18,6.63,7.76,0.147,4,3.4,Discover,voiceover-only,26.1,Q2 2026,2026-03-05,2026-03-22
VEL-2026-Q3-0274,Winter Training Push,vel_winter_training_2026,Yoga_Flow,YouTube,Millennials (25-34),APAC,11465.84,1,0,0.067931,0.012695,504969,34302,1200,31623.2,2.65,9.95,0.23,12,1.5,Shop Now,upbeat-electronic,23.4,Q2 2026,2026-02-08,2026-02-16
VEL-2026-Q4-0275,Holiday Gift Guide,vel_holiday_gift_2026,Sprint_Track,Meta,Millennials (25-34),US-East,12708.57,0,0,0.037921,0.012737,234097,8877,1200,56323.96,3.85,12.2,0.233,6,3.4,Limited Time,acoustic-indie,14.5,Q2 2026,2026-02-04,2026-02-17
VEL-2026-Q1-0276,Trail Running Adventure,vel_trail_adventure_2026,Morning_Stretch,YouTube,Millennials (25-34),US-West,7319.63,0,1,0.072513,0.025573,419569,30424,1200,61391.46,7.8,5.67,0.213,16,7.6,Limited Time,acoustic-indie,25.7,Q2 2026,2026-02-21,2026-03-19
VEL-2026-Q2-0277,Back to Campus Athletics,vel_campus_athletics_2026,CrossFit_Box,Instagram,Gen-X (35-44),APAC,7779.73,1,1,0.043543,0.016686,707346,30799,1200,33530.08,4.5,6.21,0.045,11,7.2,Discover,hip-hop,19.0,Q2 2026,2026-01-16,2026-02-12
VEL-2026-Q3-0278,Summer Endurance Launch,vel_summer_endurance_2026,Yoga_Flow,YouTube,Gen-X (35-44),EU-West,2308.35,1,0,0.054046,0.017133,826123,44648,1200,45706.85,7.8,5.5,0.176,9,4.4,Shop Now,acoustic-indie,13.3,Q2 2026,2026-02-10,2026-03-09
VEL-2026-Q4-0279,Back to Campus Athletics,vel_campus_athletics_2026,Cycling_Mountain,Instagram,Gen-Z (18-24),US-East,6087.95,1,1,0.067144,0.023079,225919,15169,1200,64642.91,7.8,5.5,0.219,10,4.5,Learn More,ambient,16.5,Q2 2026,2026-03-04,2026-03-31
VEL-2026-Q1-0280,Back to Campus Athletics,vel_campus_athletics_2026,Cycling_Mountain,Meta,Gen-X (35-44),EU-West,9828.8,0,1,0.033284,0.005128,35794,1191,183,9154.42,1.2,42.0,0.147,9,2.8,Shop Now,hip-hop,7.6,Q2 2026,2026-02-15,2026-03-11
VEL-2026-Q2-0281,Trail Running Adventure,vel_trail_adventure_2026,Trail_Epic,Meta,Gen-X (35-44),APAC,11815.8,0,0,0.024659,0.004898,224542,5536,1099,43620.54,3.27,12.14,0.267,16,3.9,Discover,acoustic-indie,28.7,Q1 2026,2026-02-04,2026-03-03
VEL-2026-Q3-0282,Trail Running Adventure,vel_trail_adventure_2026,Swim_Laps,Instagram,Gen-X (35-44),US-West,3649.53,0,0,0.028532,0.01271,696766,19880,1200,57452.56,7.8,5.5,0.238,4,5.9,Shop Now,ambient,20.9,Q3 2026,2026-01-18,2026-02-12
VEL-2026-Q4-0283,Winter Training Push,vel_winter_training_2026,Sprint_Track,TikTok,Gen-X (35-44),US-West,2498.43,0,1,0.043638,0.007541,363074,15843,1200,60001.59,7.8,5.5,0.193,10,3.5,Shop Now,acoustic-indie,23.5,Q2 2026,2026-02-27,2026-03-09
VEL-2026-Q1-0284,Winter Training Push,vel_winter_training_2026,Trail_Epic,Instagram,Gen-Z (18-24),APAC,10114.11,1,1,0.084394,0.029845,796257,67199,1200,42528.97,4.18,8.47,0.055,4,1.9,Shop Now,ambient,22.2,Q3 2026,2026-02-02,2026-02-21
VEL-2026-Q2-0285,Holiday Gift Guide,vel_holiday_gift_2026,Morning_Stretch,TikTok,Gen-X (35-44),US-West,527.26,0,1,0.042437,0.008607,66708,2830,574,29712.87,7.8,5.5,0.197,9,4.6,Learn More,upbeat-electronic,22.0,Q2 2026,2026-01-16,2026-02-09
VEL-2026-Q3-0286,Summer Endurance Launch,vel_summer_endurance_2026,Yoga_Flow,YouTube,Millennials (25-34),US-East,3086.4,1,0,0.066158,0.024149,199469,13196,1200,46937.04,7.8,5.5,0.259,11,2.2,Discover,ambient,6.4,Q2 2026,2026-02-09,2026-03-07
VEL-2026-Q4-0287,Winter Training Push,vel_winter_training_2026,Basketball_Court,YouTube,Millennials (25-34),APAC,921.54,1,1,0.075557,0.027336,672601,50819,1200,49001.07,7.8,5.5,0.131,10,7.8,Discover,upbeat-electronic,18.6,Q1 2026,2026-02-17,2026-03-08
VEL-2026-Q1-0288,Trail Running Adventure,vel_trail_adventure_2026,Runner_Sunrise,YouTube,Gen-X (35-44),EU-West,2919.83,0,0,0.058146,0.012807,832784,48423,1200,65989.47,7.8,5.5,0.241,8,3.4,Discover,ambient,25.7,Q4 2026,2026-01-28,2026-02-22
VEL-2026-Q2-0289,Back to Campus Athletics,vel_campus_athletics_2026,CrossFit_Box,Meta,Gen-X (35-44),APAC,3129.13,0,1,0.036395,0.008403,380992,13866,1200,60358.91,7.8,5.5,0.115,5,7.3,Limited Time,ambient,7.1,Q4 2026,2026-01-29,2026-02-21
VEL-2026-Q3-0290,Holiday Gift Guide,vel_holiday_gift_2026,Morning_Stretch,YouTube,Millennials (25-34),US-East,6121.27,1,0,0.07728,0.026772,785956,60738,1200,43023.72,6.9,5.5,0.177,11,2.2,Limited Time,acoustic-indie,28.9,Q1 2026,2026-02-03,2026-02-10
VEL-2026-Q4-0291,Winter Training Push,vel_winter_training_2026,Runner_Sunrise,TikTok,Millennials (25-34),US-East,6333.74,0,0,0.030905,0.008252,433654,13402,1200,30372.44,4.42,5.72,0.196,16,1.9,Discover,ambient,16.2,Q3 2026,2026-02-17,2026-03-01
VEL-2026-Q1-0292,Back to Campus Athletics,vel_campus_athletics_2026,Sprint_Track,YouTube,Gen-Z (18-24),APAC,13176.81,0,0,0.060485,0.012603,567770,34341,1200,52542.27,4.86,9.0,0.203,10,5.1,Shop Now,acoustic-indie,13.0,Q4 2026,2026-02-19,2026-03-16
VEL-2026-Q2-0293,Back to Campus Athletics,vel_campus_athletics_2026,Basketball_Court,Instagram,Millennials (25-34),APAC,7896.59,0,1,0.047662,0.017611,188543,8986,1200,55340.88,7.8,5.5,0.252,4,6.3,Shop Now,ambient,18.8,Q1 2026,2026-02-02,2026-02-28
VEL-2026-Q3-0294,Winter Training Push,vel_winter_training_2026,Cycling_Mountain,Instagram,Millennials (25-34),US-West,10989.37,0,1,0.037294,0.007319,396557,14789,1200,53428.9,4.34,10.27,0.096,16,4.8,Discover,voiceover-only,25.2,Q1 2026,2026-01-23,2026-01-30
VEL-2026-Q4-0295,Summer Endurance Launch,vel_summer_endurance_2026,Trail_Epic,Meta,Gen-X (35-44),US-East,2009.99,0,0,0.030207,0.012285,524964,15857,1200,64843.04,7.8,5.5,0.103,4,2.2,Learn More,hip-hop,17.4,Q4 2026,2026-01-21,2026-02-04
VEL-2026-Q1-0296,Summer Endurance Launch,vel_summer_endurance_2026,Yoga_Flow,Instagram,Millennials (25-34),APAC,3768.86,0,0,0.04174,0.012706,79213,3306,1006,51194.47,7.8,5.5,0.209,3,0.8,Learn More,acoustic-indie,21.5,Q3 2026,2026-02-13,2026-03-08
VEL-2026-Q2-0297,Holiday Gift Guide,vel_holiday_gift_2026,Trail_Epic,TikTok,Gen-Z (18-24),APAC,10692.68,0,0,0.026427,0.004802,824458,21788,1200,46157.94,4.13,9.32,0.083,11,5.1,Shop Now,acoustic-indie,18.0,Q1 2026,2026-01-27,2026-02-23
VEL-2026-Q3-0298,Summer Endurance Launch,vel_summer_endurance_2026,Yoga_Flow,YouTube,Millennials (25-34),US-East,1265.66,1,0,0.071701,0.025685,263697,18907,1200,32262.87,7.8,5.5,0.151,16,1.5,Shop Now,upbeat-electronic,21.2,Q2 2026,2026-02-10,2026-03-10
VEL-2026-Q4-0299,Holiday Gift Guide,vel_holiday_gift_2026,Swim_Laps,Meta,Gen-X (35-44),APAC,7555.67,0,1,0.029859,0.009129,372328,11117,1200,47138.12,5.92,6.63,0.045,4,3.1,Limited Time,voiceover-only,9.3,Q3 2026,2026-02-27,2026-03-20
VEL-2026-Q1-0300,Trail Running Adventure,vel_trail_adventure_2026,Swim_Laps,YouTube,Gen-X (35-44),US-West,9190.85,1,0,0.082967,0.019864,30435,2525,604,27589.1,2.62,17.43,0.074,2,5.6,Learn More,upbeat-electronic,6.9,Q3 2026,2026-02-18,2026-03-14
VEL-2026-Q2-0301,Winter Training Push,vel_winter_training_2026,Trail_Epic,YouTube,Millennials (25-34),US-East,9231.11,1,1,0.065515,0.018132,164565,10781,1200,51877.55,6.76,6.4,0.203,16,1.2,Shop Now,voiceover-only,9.3,Q4 2026,2026-01-27,2026-02-09
VEL-2026-Q3-0302,Back to Campus Athletics,vel_campus_athletics_2026,Yoga_Flow,TikTok,Gen-X (35-44),US-West,832.53,0,1,0.026408,0.006325,228299,6028,1200,49372.93,7.8,5.5,0.219,5,1.5,Shop Now,voiceover-only,12.9,Q4 2026,2026-01-29,2026-02-20
VEL-2026-Q4-0303,Holiday Gift Guide,vel_holiday_gift_2026,Yoga_Flow,Instagram,Gen-Z (18-24),US-West,5170.57,1,0,0.082646,0.018918,307533,25416,1200,46877.48,7.8,5.5,0.068,9,1.0,Discover,ambient,12.1,Q2 2026,2026-03-01,2026-03-14
